1,Samsung,Samsung,logo_samsung.jpg
2,Lenovo,lenovo,logo_lenovo.jpg
3,Microsoft,Microsoft,logo_microsoft.jpg
4,Acer,Acer,logo_acer.jpg
5,Apple,Apple,logo_appl.jpg
6,Archos,Archos,logo_archos.jpg
7,Thomson,Thomson,logo_thomson.jpg
8,Huawei,Huawei,logo_huawei.jpg
